epoch,train_loss_total,train_loss_quality,train_loss_distortion,train_loss_compression,train_lr,train_num_batches,val_PLCC,val_SRCC,val_RMSE,val_distortion_acc,val_compression_acc,val_num_samples,val_num_batches,val_loss_loss_total,val_loss_loss_quality,val_loss_loss_distortion,val_loss_loss_compression
1,1064.8634778643966,1064.4770213398365,2.4910153270861426,1.3736777579018828,0.0009000000000000001,109.0,0.5181969304999211,0.6375071469411091,18.930506388281113,0.018518518518518517,0.3148148148148148,54,14,385.69142205374584,385.30590057373047,2.487884521484375,1.3673380613327026
2,187.22212622143806,186.8350203452854,2.4939972763761467,1.377064369140415,0.0008100000000000001,109.0,0.5091290478660523,0.6233276157804459,16.193811202961097,0.018518518518518517,0.3148148148148148,54,14,297.35524095807756,296.96919958932057,2.4912714106695995,1.3690887519291468
3,149.75203366235854,149.36435765082683,2.493256641090463,1.3834978856077982,0.000729,109.0,0.5402449682021888,0.6670097198399085,14.088878970380295,0.07407407407407407,0.3148148148148148,54,14,258.25370856693814,257.86803667885914,2.4858677046639577,1.3709281853267126
4,135.75093403868718,135.36312823776805,2.4994788672945916,1.378574009335369,0.0006561000000000001,109.0,0.5684153753989334,0.6811130169620735,14.319354884348689,0.037037037037037035,0.3148148148148148,54,14,271.33632360185896,270.9504052570888,2.4889404433114186,1.37027473960604
5,148.85894161189367,148.47245400979978,2.487767584826968,1.3771087926462156,0.00059049,109.0,0.5778744257147151,0.6745568896512292,12.34762766643013,0.018518518518518517,0.3148148148148148,54,14,167.155335017613,166.7698598589216,2.48907402583531,1.3656813842909676
6,126.90914145740894,126.52288253591695,2.499039862134041,1.3635425622310113,0.000531441,109.0,0.5227263317845374,0.6984181437011625,19.52201513343163,0.018518518518518517,0.3148148148148148,54,14,565.890075138637,565.5036754608154,2.496394838605608,1.3677070055689131
7,131.89312250679785,131.50526720449466,2.5050142161343074,1.373538143044218,0.0004782969,109.0,0.5410774632297609,0.6920907185058127,37.38995562976726,0.018518518518518517,0.3148148148148148,54,14,2105.9148134504044,2105.528148106166,2.4987800461905345,1.368051060608455
8,136.13837716338833,135.75130830992254,2.4946781823394497,1.3760120267168097,0.00043046721,109.0,0.5802941197460867,0.7327234610253478,20.769777444863767,0.018518518518518517,0.3148148148148148,54,14,661.7058704921177,661.3201397487095,2.489043423107692,1.368390211037227
9,130.01123002253541,129.62442109344204,2.4901059592535737,1.3779841902059153,0.000387420489,109.0,0.5693188917187844,0.7253287592910234,14.965733041213813,0.018518518518518517,0.3148148148148148,54,14,317.3685612678528,316.983277797699,2.488123297691345,1.3647328615188599
10,124.50013129208067,124.11479325250748,2.4854396614459677,1.367938587424952,0.0003486784401,109.0,0.593291483151862,0.6748618258052219,13.337746706996422,0.018518518518518517,0.3148148148148148,54,14,221.21036229814803,220.82524858202254,2.4892915146691457,1.3618157591138567
11,113.64899567945288,113.26271950433014,2.4912109375,1.3715473140051606,0.00031381059609000004,109.0,0.6006151742317571,0.723956546598056,14.078186455097033,0.018518518518518517,0.3148148148148148,54,14,201.30867263248987,200.92414801461356,2.484366246632167,1.360859717641558
12,116.90614121113349,116.52108857391077,2.4845885289918392,1.3659346923915618,0.00028242953648100003,109.0,0.6194840115827343,0.7266247379454926,12.551997156391954,0.018518518518518517,0.3148148148148148,54,14,195.6835015160697,195.29883677618844,2.485941069466727,1.3606896145003182
13,109.33941262577652,108.95445143410919,2.4894369982798166,1.3601783492149564,0.00025418658283290005,109.0,0.6235045280895889,0.7238803125595578,14.290445174931255,0.018518518518518517,0.3148148148148148,54,14,290.5018091201782,290.11702033451627,2.4866079773221696,1.361227537904467
14,115.86398645497243,115.4781050304754,2.4891428356870597,1.3696703429615826,0.00022876792454961005,109.0,0.5876126201359725,0.7140461215932913,15.927587719647562,0.0,0.3148148148148148,54,14,369.0216958182199,368.6368383680071,2.4865167992455617,1.3620643871171134
15,105.58545764433134,105.20013050639301,2.4875212043797204,1.3657555066117453,0.00020589113209464906,109.0,0.6969630607692328,0.7258623975605106,10.755436848666287,0.018518518518518517,0.3148148148148148,54,14,123.09877450125558,122.71433019638062,2.485459770475115,1.3589680876050676
16,105.91847756149572,105.53221776507317,2.496528275516055,1.3660758011931673,0.00018530201888518417,109.0,0.6776456063176214,0.7690870973889842,11.066147553112737,0.018518518518518517,0.3148148148148148,54,14,136.71665109906877,136.33229868752616,2.484877552304949,1.3586454136031014
17,106.28759398810361,105.90107575031595,2.498072258923032,1.3671124659547018,0.00016677181699666576,109.0,0.6492711255727212,0.7206022489041357,11.845772339993832,0.018518518518518517,0.3148148148148148,54,14,159.62432643345423,159.2399899618966,2.48484514440809,1.358534038066864
18,110.26430882882634,109.87845612009731,2.491667861238532,1.366860485951835,0.0001500946352969992,109.0,0.6658382955990734,0.7303602058319039,22.68832332679212,0.018518518518518517,0.3148148148148148,54,14,627.9653821672712,627.5806056431362,2.4923589399882724,1.3552644678524561
19,104.44001079699315,104.0542665096598,2.4940823896215596,1.363350684489679,0.0001350851717672993,109.0,0.6410140800852272,0.7132837812083094,18.274848461001685,0.018518518518518517,0.3148148148148148,54,14,445.2007718767439,444.8161757332938,2.488391399383545,1.3576237899916512
20,96.70582483449114,96.32028710076568,2.4938942445527523,1.361483419707062,0.00012157665459056936,109.0,0.6796776200301891,0.7892891175910043,11.759681566057342,0.0,0.3148148148148148,54,14,175.70130968093872,175.3170907838004,2.4847014801842824,1.357508931841169
21,106.56144395443278,106.17640920079083,2.4928773652522938,1.3574722710005733,0.00010941898913151243,109.0,0.6639846673105279,0.751781970649895,13.049781955484915,0.018518518518518517,0.3148148148148148,54,14,226.49668748038155,226.11234494618006,2.4866370814187184,1.3568054607936315
22,103.44924647654962,103.06401656089572,2.485802512650096,1.3664924081312406,9.847709021836118e-05,109.0,0.6370159851701466,0.7326472269868495,12.700416696013956,0.0,0.3148148148148148,54,14,197.20874326569694,196.82457324436731,2.483630657196045,1.358080838407789
23,111.41892679021993,111.03470863989733,2.4807853108152336,1.3613856134064701,8.862938119652506e-05,109.0,0.7013732290663035,0.7602439489231941,11.000158017246608,0.0,0.3148148148148148,54,14,143.05084582737513,142.66674545833044,2.4839500529425487,1.3570468255451746
24,101.16892313301017,100.78433220102153,2.490432973301739,1.3554769623170204,7.976644307687256e-05,109.0,0.6363216886604146,0.7345530779493042,12.641430156515861,0.0,0.3148148148148148,54,14,184.68774039404732,184.30364486149378,2.4827239343098233,1.358226478099823
25,109.7255252216934,109.34043934585851,2.4861235552971515,1.3647345216996078,7.17897987691853e-05,109.0,0.6896719325303183,0.7101581856298838,16.683693660185483,0.018518518518518517,0.3148148148148148,54,14,344.91173008510043,344.5274996076311,2.4879306384495328,1.3543353506496973
26,105.10516887629798,104.71967260990668,2.4936433844610093,1.3613169258887614,6.461081889226677e-05,109.0,0.725629856007434,0.7697732037354678,10.653579506257257,0.0,0.3148148148148148,54,14,114.14541762215751,113.76152896881104,2.482612831251962,1.3562875049454826
27,102.34426879882812,101.95866800010751,2.4914573179472477,1.364543016897429,5.81497370030401e-05,109.0,0.7355530661220057,0.798437202210787,11.384707861196762,0.018518518518518517,0.3148148148148148,54,14,162.68316759381975,162.29908670697893,2.4845220702035085,1.3563250643866402
28,106.62024378120353,106.23371692097516,2.5015529426959677,1.3637165224880254,5.233476330273609e-05,109.0,0.720520067413973,0.7902039260529826,11.18571186341864,0.0,0.3148148148148148,54,14,154.71796553475517,154.33391952514648,2.4838566950389316,1.3565891214779444
29,100.86394624535097,100.47779520498503,2.4988442517201834,1.362666045853851,4.7101286972462485e-05,109.0,0.7000854139473273,0.7660377358490565,11.279614070664893,0.0,0.3148148148148148,54,14,153.91527734483992,153.53122520446777,2.4836447749819075,1.3568615572793143
30,93.85148608793907,93.46681950507907,2.488128942087156,1.3585384263904816,4.239115827521624e-05,109.0,0.6878158285887872,0.753764055650848,11.405642169002222,0.0,0.3148148148148148,54,14,154.68727902003698,154.3032455444336,2.483486771583557,1.3568424497331892
31,98.30506435446783,97.91969308065713,2.4918276344964263,1.3618865877116493,3.8152042447694614e-05,109.0,0.7218346747264095,0.7991995425957689,12.35506235288495,0.018518518518518517,0.3148148148148148,54,14,196.51367691584997,196.12954929896765,2.484945143972124,1.3562986169542586
32,92.3060870564312,91.92056171828453,2.493453745448261,1.361800727494266,3.433683820292515e-05,109.0,0.6545756472451425,0.7472079283400037,12.52000843212176,0.0,0.3148148148148148,54,14,195.06589664731706,194.6817991733551,2.483166422162737,1.3578292046274458
33,97.19826362329886,96.8124927380763,2.498718821674312,1.3589923633347958,3.090315438263264e-05,109.0,0.7006018174074099,0.7646655231560892,11.194153058016902,0.0,0.3148148148148148,54,14,149.94983073643274,149.56578302383423,2.4834034783499583,1.357074771608625
34,94.60417512578702,94.22022338307232,2.485082783830275,1.354430592388188,2.7812838944369376e-05,109.0,0.7088207725421791,0.7712978845054316,11.093055456459142,0.0,0.3148148148148148,54,14,152.19344983782088,151.80940410069056,2.483334183692932,1.3571688277380807
35,92.86660486405049,92.48121084641973,2.489540775981518,1.3644011611238531,2.503155504993244e-05,109.0,0.7469752094044166,0.8052220316371259,11.849025537082264,0.018518518518518517,0.3148148148148148,54,14,179.8889675140381,179.50488240378243,2.485281995364598,1.355566246168954
36,100.19962647639284,99.81437119650185,2.4899566370412844,1.3625939975091077,2.2528399544939195e-05,109.0,0.7019618217544914,0.7790737564322469,11.10856173703253,0.0,0.3148148148148148,54,14,146.05017484937395,145.66618197304862,2.483313270977565,1.3566085611070906
37,90.1489366785102,89.76297350542261,2.4977586838083528,1.361866055278603,2.0275559590445276e-05,109.0,0.7210744093841448,0.8034686487516675,11.856185739699828,0.018518518518518517,0.3148148148148148,54,14,190.146929195949,189.76280375889368,2.484248093196324,1.3569989119257246
38,90.65461935253319,90.26907414252605,2.492869899907243,1.362583918308993,1.8248003631400748e-05,109.0,0.7214972170926617,0.7864684581665713,10.606642791731204,0.0,0.3148148148148148,54,14,126.44792733873639,126.06397002083915,2.4828804390771047,1.3566796268735613
39,94.55686967307274,94.17154204079864,2.492602612994133,1.360675589753947,1.6423203268260675e-05,109.0,0.6664922927379381,0.7555174385363064,12.016458573866782,0.0,0.3148148148148148,54,14,172.64133998325892,172.25729049955095,2.483066235269819,1.3573841197150094
40,97.20132970372471,96.8167305342648,2.4846631911916472,1.3613228983835344,1.4780882941434607e-05,109.0,0.7005431442310961,0.7847150752811128,13.730046141438102,0.018518518518518517,0.3148148148148148,54,14,266.7203277860369,266.3361417225429,2.4847911425999234,1.357198417186737
