epoch,train_loss_total,train_loss_quality,train_loss_distortion,train_loss_compression,train_lr,train_num_batches,val_PLCC,val_SRCC,val_RMSE,val_distortion_acc,val_compression_acc,val_num_samples,val_num_batches,val_loss_loss_total,val_loss_loss_quality,val_loss_loss_distortion,val_loss_loss_compression
1,1289.3071900988937,1288.9131397632284,2.5104181591523895,1.4301287449827982,0.0009000000000000001,109.0,0.2371393829497054,0.21623785020011432,15.988446706065305,0.07407407407407407,0.037037037037037035,54,14,248.53342287881034,248.13716411590576,2.511983735220773,1.4505749174526759
2,211.24093256959128,210.84483060924285,2.5126833675104545,1.448337752884681,0.0008100000000000001,109.0,0.226219190388957,0.23346674290070513,27.627373785730875,0.07407407407407407,0.037037037037037035,54,14,746.8528861999512,746.4553745814732,2.519551634788513,1.455516014780317
3,210.09057179722217,209.69375384619477,2.525368226777523,1.442803899082569,0.000729,109.0,0.21421709615126633,0.23034114732227937,14.618633265125874,0.07407407407407407,0.037037037037037035,54,14,214.08406530107771,213.68924031938826,2.5065654686519077,1.4416705625397819
